cvegeo,estado,municipio,n_estab,empleo,comercio,servicios,industria,alimentos,resiliencia,altas_recientes,indicadoras
11025,Guanajuato,Purísima del Rincón,4447,29071,1613,873,1336,625,0.955,27,0
11026,Guanajuato,Romita,2151,8636,1052,638,250,211,0.857,19,1
11027,Guanajuato,Salamanca,11492,70180,5247,3803,914,1528,0.861,147,0
11028,Guanajuato,Salvatierra,5333,22525,2673,1525,447,688,0.848,41,0
11029,Guanajuato,San Diego de la Unión,1034,4836,508,311,96,119,0.851,12,0
11030,Guanajuato,San Felipe,4060,19106,2174,1051,372,463,0.83,33,0
11031,Guanajuato,San Francisco del Rincón,10178,59099,3963,2506,2415,1294,0.949,113,0
11032,Guanajuato,San José Iturbide,4863,33636,2386,1489,419,569,0.847,45,0
11033,Guanajuato,San Luis de la Paz,5480,26490,2714,1669,481,616,0.843,65,0
11034,Guanajuato,Santa Catarina,328,1414,165,80,30,53,0.868,1,0
11035,Guanajuato,Santa Cruz de Juventino Rosas,3569,16347,1876,925,345,423,0.842,19,0
11036,Guanajuato,Santiago Maravatío,333,1831,144,112,28,49,0.879,0,0
11037,Guanajuato,Silao de la Victoria,8345,91045,4106,2417,920,902,0.859,169,0
11038,Guanajuato,Tarandacuao,673,3176,311,217,76,69,0.867,5,0
11039,Guanajuato,Tarimoro,1527,6211,737,423,175,192,0.877,11,0
11040,Guanajuato,Tierra Blanca,430,1775,187,141,39,63,0.885,2,0
11041,Guanajuato,Uriangato,6294,25925,2936,1334,1502,522,0.889,40,0
11042,Guanajuato,Valle de Santiago,5263,26225,2589,1574,537,563,0.853,64,0
11043,Guanajuato,Victoria,496,2330,231,155,40,70,0.865,3,0
11044,Guanajuato,Villagrán,3297,19371,1708,855,311,423,0.849,29,0
11045,Guanajuato,Xichú,315,1195,147,91,21,56,0.867,2,0
11046,Guanajuato,Yuriria,3085,13865,1529,854,368,334,0.864,18,0
12001,Guerrero,Acapulco de Juárez,39875,231771,17647,11167,3871,7190,0.903,813,3
12002,Guerrero,Ahuacuotzingo,409,1948,226,69,67,47,0.846,3,0
12003,Guerrero,Ajuchitlán del Progreso,1482,5856,555,379,313,235,0.964,4,0
12004,Guerrero,Alcozauca de Guerrero,440,1770,230,98,51,61,0.864,2,0
12005,Guerrero,Alpoyeca,624,2235,309,117,125,73,0.891,6,0
12006,Guerrero,Apaxtla,662,2657,271,165,141,85,0.941,29,0
12007,Guerrero,Arcelia,2247,9528,1072,648,239,288,0.875,18,0
12008,Guerrero,Atenango del Río,314,1266,130,65,72,47,0.947,4,0
12009,Guerrero,Atlamajalcingo del Monte,124,475,37,29,50,8,0.897,2,0
12010,Guerrero,Atlixtac,362,1424,226,62,51,23,0.756,2,0
12011,Guerrero,Atoyac de Álvarez,2762,12471,1355,710,328,369,0.88,16,0
12012,Guerrero,Ayutla de los Libres,2314,9859,1183,571,250,310,0.864,15,0
12013,Guerrero,Azoyú,516,2001,243,111,80,82,0.914,4,0
12014,Guerrero,Benito Juárez,911,3564,375,220,185,131,0.946,7,0
12015,Guerrero,Buenavista de Cuéllar,771,3203,257,199,216,99,0.964,5,0
12016,Guerrero,Coahuayutla de José María Izazaga,190,1179,77,63,25,25,0.913,1,0
12017,Guerrero,Cocula,657,3165,244,173,135,105,0.965,8,0
12018,Guerrero,Copala,1045,4232,375,189,314,167,0.96,4,0
12019,Guerrero,Copalillo,1305,4536,246,98,917,44,0.628,5,0
12020,Guerrero,Copanatoyac,355,1421,179,74,54,48,0.887,3,0
12021,Guerrero,Coyuca de Benítez,2339,12686,1063,535,408,333,0.922,31,0
12022,Guerrero,Coyuca de Catalán,787,4594,284,285,77,141,0.917,6,0
12023,Guerrero,Cuajinicuilapa,1469,6256,621,372,235,241,0.939,13,0
12024,Guerrero,Cualác,201,818,94,56,31,20,0.887,1,0
12025,Guerrero,Cuautepec,417,1488,197,75,70,75,0.917,3,0
12026,Guerrero,Cuetzala del Progreso,181,708,89,50,28,14,0.859,1,0
12027,Guerrero,Cutzamala de Pinzón,551,2381,204,175,74,98,0.944,6,0
12028,Guerrero,Chilapa de Álvarez,8027,29937,3447,1174,2805,601,0.87,29,0
12029,Guerrero,Chilpancingo de los Bravo,18784,109612,8597,5414,2255,2518,0.895,253,2
12030,Guerrero,Florencio Villarreal,1664,7394,717,325,388,234,0.936,10,0
12031,Guerrero,General Canuto A. Neri,154,664,65,50,28,11,0.886,1,0
12032,Guerrero,General Heliodoro Castillo,1082,4027,511,216,249,106,0.896,3,0
12033,Guerrero,Huamuxtitlán,940,3643,427,234,138,141,0.917,7,0
12034,Guerrero,Huitzuco de los Figueroa,2282,9332,1004,504,520,254,0.921,13,0
12035,Guerrero,Iguala de la Independencia,11055,51413,5403,3088,1005,1559,0.866,112,0
12036,Guerrero,Igualapa,377,1355,162,66,92,57,0.936,3,0
12037,Guerrero,Ixcateopan de Cuauhtémoc,389,1530,145,88,126,30,0.914,3,0
12038,Guerrero,Zihuatanejo de Azueta,7631,44890,3447,2136,624,1424,0.89,115,0
12039,Guerrero,Juan R. Escudero,1105,5142,533,292,114,166,0.882,11,0
12040,Guerrero,Leonardo Bravo,2379,7937,562,273,1425,119,0.755,8,0
12041,Guerrero,Malinaltepec,128,911,68,34,6,20,0.809,1,0
12042,Guerrero,Mártir de Cuilapan,1061,3680,225,121,622,93,0.796,4,0
12043,Guerrero,Metlatónoc,550,2028,346,97,53,54,0.758,1,0
12044,Guerrero,Mochitlán,533,2168,269,111,78,75,0.887,2,0
12045,Guerrero,Olinalá,1623,6053,699,244,562,118,0.87,7,0
12046,Guerrero,Ometepec,6244,24868,2102,1105,2314,723,0.931,37,0
12047,Guerrero,Pedro Ascencio Alquisiras,106,471,48,23,24,11,0.91,1,0
12048,Guerrero,Petatlán,2412,10384,1094,618,302,398,0.912,16,0
12049,Guerrero,Pilcaya,754,3214,296,136,208,114,0.95,5,0
12050,Guerrero,Pungarabato,3616,16554,1653,1038,365,560,0.892,13,0
12051,Guerrero,Quechultenango,1137,4391,591,248,155,143,0.869,6,0
12052,Guerrero,San Luis Acatlán,2708,9451,1051,414,891,352,0.927,20,0
12053,Guerrero,San Marcos,1982,8444,915,434,316,317,0.92,8,0
12054,Guerrero,San Miguel Totolapan,351,1510,139,105,62,45,0.936,1,0
12055,Guerrero,Taxco de Alarcón,8986,34682,4359,1299,2677,651,0.852,47,0
12056,Guerrero,Tecoanapa,724,2903,388,146,94,96,0.859,5,0
12057,Guerrero,Técpan de Galeana,3835,16591,1654,966,581,634,0.933,29,0
12058,Guerrero,Teloloapan,2238,10119,947,650,330,311,0.923,16,0
12059,Guerrero,Tepecoacuilco de Trujano,638,2910,228,189,141,80,0.954,3,0
12060,Guerrero,Tetipac,401,1427,151,82,102,66,0.965,3,0
12061,Guerrero,Tixtla de Guerrero,2974,11574,1200,551,886,337,0.928,16,0
12062,Guerrero,Tlacoachistlahuaca,984,3397,252,101,571,60,0.771,3,0
12063,Guerrero,Tlacoapa,136,728,69,40,13,14,0.839,2,0
12064,Guerrero,Tlalchapa,373,1519,143,116,52,62,0.94,2,0
12065,Guerrero,Tlalixtaquilla de Maldonado,261,1002,153,59,25,24,0.789,1,0
12066,Guerrero,Tlapa de Comonfort,6327,28217,3454,1528,654,691,0.83,45,0
12067,Guerrero,Tlapehuala,1202,4988,438,341,234,189,0.963,7,0
12068,Guerrero,La Unión de Isidoro Montes de Oca,671,4100,250,210,108,103,0.947,10,0
12069,Guerrero,Xalpatláhuac,382,1235,139,40,186,17,0.788,2,0
12070,Guerrero,Xochihuehuetlán,816,2732,265,110,341,100,0.907,4,0
12071,Guerrero,Xochistlahuaca,1590,5486,409,165,903,113,0.789,11,0
12072,Guerrero,Zapotitlán Tablas,224,1047,129,51,21,23,0.801,4,0
12073,Guerrero,Zirándaro,509,2301,214,138,72,85,0.933,4,0
12074,Guerrero,Zitlala,2233,7480,329,112,1737,55,0.519,3,0
12075,Guerrero,Eduardo Neri,4203,16474,1507,714,1485,497,0.93,19,0
12076,Guerrero,Acatepec,327,1342,203,71,23,30,0.745,1,0
12077,Guerrero,Marquelia,1107,4456,542,216,171,178,0.902,8,0
12078,Guerrero,Cochoapa el Grande,221,987,133,58,20,10,0.732,3,0
12079,Guerrero,José Joaquín de Herrera,271,1095,119,46,82,24,0.894,1,0
12080,Guerrero,Juchitán,406,1592,163,99,103,41,0.931,3,0
12081,Guerrero,Iliatenco,353,1422,220,55,27,51,0.765,2,0
12082,Guerrero,Las Vigas                                                                   ,554,2112,237,91,140,86,0.935,3,0
12083,Guerrero,Ñuu Savi                                                                    ,24,116,8,14,2,0,0.64,0,0
12084,Guerrero,Santa Cruz del Rincón                                                       ,147,775,84,34,10,19,0.798,2,0
12085,Guerrero,San Nicolás                                                                 ,296,1235,115,68,84,29,0.931,2,0
13001,Hidalgo,Acatlán,354,1618,216,84,19,35,0.742,10,1
13002,Hidalgo,Acaxochitlán,1408,5655,746,255,290,117,0.85,6,0
13003,Hidalgo,Actopan,5705,24659,2587,1688,647,783,0.893,70,0
13004,Hidalgo,Agua Blanca de Iturbide,458,1908,219,120,67,52,0.889,6,0
13005,Hidalgo,Ajacuba,1052,4378,554,267,107,124,0.844,8,1
13006,Hidalgo,Alfajayucan,533,2479,267,157,64,45,0.844,4,0
13007,Hidalgo,Almoloya,527,2603,289,104,77,57,0.845,7,2
13008,Hidalgo,Apan,3045,13460,1570,816,292,367,0.847,40,0
13009,Hidalgo,El Arenal,555,2192,268,105,62,120,0.896,5,0
13010,Hidalgo,Atitalaquia,1859,13799,873,510,222,254,0.891,17,0
13011,Hidalgo,Atlapexco,573,2232,246,159,63,105,0.918,16,0
13012,Hidalgo,Atotonilco el Grande,1478,5627,696,456,151,175,0.868,21,0
13013,Hidalgo,Atotonilco de Tula,2498,15645,1216,698,291,293,0.872,30,0
13014,Hidalgo,Calnali,811,3217,382,194,140,95,0.903,13,0
13015,Hidalgo,Cardonal,149,932,36,58,22,33,0.957,4,0
13016,Hidalgo,Cuautepec de Hinojosa,2715,11017,1397,679,389,250,0.856,26,0
13017,Hidalgo,Chapantongo,388,1426,176,126,46,40,0.873,2,0
13018,Hidalgo,Chapulhuacán,634,2698,326,147,46,115,0.852,4,0
13019,Hidalgo,Chilcuautla,330,1494,153,90,33,54,0.892,8,0
13020,Hidalgo,Eloxochitlán,70,299,25,23,17,5,0.913,9,0
13021,Hidalgo,Emiliano Zapata,802,3453,386,227,90,99,0.875,10,0
13022,Hidalgo,Epazoyucan,315,1388,144,88,26,57,0.887,5,0
13023,Hidalgo,Francisco I. Madero,2410,8533,1179,650,295,286,0.875,21,0
13024,Hidalgo,Huasca de Ocampo,289,1551,127,67,16,79,0.876,5,0
13025,Hidalgo,Huautla,553,2152,241,135,93,84,0.932,3,0
13026,Hidalgo,Huazalingo,95,575,38,26,19,12,0.941,2,0
13027,Hidalgo,Huehuetla,617,2550,292,116,115,94,0.915,6,0
13028,Hidalgo,Huejutla de Reyes,6324,27800,2901,1611,1018,794,0.909,57,0
13029,Hidalgo,Huichapan,1948,11038,941,585,184,238,0.86,24,0
13030,Hidalgo,Ixmiquilpan,6885,28570,3224,1950,670,1041,0.884,74,0
13031,Hidalgo,Jacala de Ledezma,769,3158,332,248,77,112,0.893,7,0
13032,Hidalgo,Jaltocán,823,2986,216,114,435,58,0.829,4,0
13033,Hidalgo,Juárez Hidalgo,49,238,19,19,9,2,0.849,1,0
13034,Hidalgo,Lolotla,62,897,23,23,7,9,0.91,1,0
13035,Hidalgo,Metepec,293,1284,136,83,47,27,0.885,5,0
13036,Hidalgo,San Agustín Metzquititlán,279,1142,108,79,35,57,0.945,4,0
13037,Hidalgo,Metztitlán,540,2435,252,151,64,73,0.891,8,0
13038,Hidalgo,Mineral del Chico,179,808,62,32,27,58,0.956,4,0
13039,Hidalgo,Mineral del Monte,1074,4400,499,238,103,234,0.899,15,0
13040,Hidalgo,La Misión,134,572,71,33,12,18,0.842,2,0
13041,Hidalgo,Mixquiahuala de Juárez,3419,13493,1717,945,343,414,0.857,31,0
13042,Hidalgo,Molango de Escamilla,539,2598,252,169,48,70,0.865,7,0
13043,Hidalgo,Nicolás Flores,117,474,55,32,20,10,0.881,1,0
13044,Hidalgo,Nopala de Villagrán,248,1396,109,78,26,35,0.893,2,0
13045,Hidalgo,Omitlán de Juárez,309,1332,130,65,25,89,0.905,3,0
13046,Hidalgo,San Felipe Orizatlán,1502,5601,713,347,262,180,0.902,19,0
13047,Hidalgo,Pacula,80,471,33,28,11,8,0.891,1,0
13048,Hidalgo,Pachuca de Soto,24497,159434,10636,8499,2006,3356,0.87,478,3
13049,Hidalgo,Pisaflores,436,1662,208,100,43,85,0.893,9,1
13050,Hidalgo,Progreso de Obregón,2246,9770,1121,584,227,314,0.868,24,0
13051,Hidalgo,Mineral de la Reforma,9098,52001,3933,2833,970,1362,0.901,158,3
13052,Hidalgo,San Agustín Tlaxiaca,1320,7080,660,339,180,141,0.87,10,0
13053,Hidalgo,San Bartolo Tutotepec,519,2502,262,123,55,79,0.873,8,0
13054,Hidalgo,San Salvador,999,3688,454,280,116,149,0.901,11,1
13055,Hidalgo,Santiago de Anaya,538,2331,255,136,75,72,0.898,7,0
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,1771,8127,843,515,187,226,0.875,21,0
13057,Hidalgo,Singuilucan,662,2626,302,199,74,87,0.888,6,0
13058,Hidalgo,Tasquillo,747,2994,336,220,96,95,0.898,8,0
13059,Hidalgo,Tecozautla,1233,4818,558,384,135,156,0.884,17,0
13060,Hidalgo,Tenango de Doria,444,1807,193,130,57,64,0.912,8,1
13061,Hidalgo,Tepeapulco,3809,22649,1724,1215,421,449,0.879,45,0
13062,Hidalgo,Tepehuacán de Guerrero,295,1439,147,85,29,34,0.853,5,0
13063,Hidalgo,Tepeji del Río de Ocampo,4188,30025,2149,1125,414,500,0.85,58,0
13064,Hidalgo,Tepetitlán,223,1051,103,69,19,32,0.872,1,0
13065,Hidalgo,Tetepango,599,2319,339,150,63,47,0.797,11,0
13066,Hidalgo,Villa de Tezontepec,954,6314,474,221,102,157,0.882,14,0
13067,Hidalgo,Tezontepec de Aldama,3588,12815,1881,863,402,442,0.854,30,0
13068,Hidalgo,Tianguistengo,165,864,52,57,23,33,0.958,3,0
13069,Hidalgo,Tizayuca,9611,54667,4752,2776,867,1216,0.855,106,0
13070,Hidalgo,Tlahuelilpan,1489,6375,720,427,156,186,0.87,15,0
13071,Hidalgo,Tlahuiltepa,71,328,31,25,4,11,0.851,2,0
13072,Hidalgo,Tlanalapa,572,2548,300,155,65,52,0.835,11,0
13073,Hidalgo,Tlanchinol,918,3860,453,217,131,117,0.887,9,0
13074,Hidalgo,Tlaxcoapan,2675,10557,1349,708,364,254,0.86,19,0
13075,Hidalgo,Tolcayuca,1031,5097,518,246,93,174,0.869,8,0
13076,Hidalgo,Tula de Allende,6969,37324,3166,2212,628,963,0.875,91,0
13077,Hidalgo,Tulancingo de Bravo,14412,63965,6985,4523,1165,1739,0.846,165,0
13078,Hidalgo,Xochiatipan,211,908,97,48,42,24,0.911,2,0
13079,Hidalgo,Xochicoatlán,105,743,47,37,13,8,0.853,4,0
13080,Hidalgo,Yahualica,583,2122,181,60,317,25,0.767,5,0
13081,Hidalgo,Zacualtipán de Ángeles,2513,13430,1203,661,387,262,0.886,21,0
13082,Hidalgo,Zapotlán de Juárez,1588,7432,845,390,183,170,0.843,17,0
13083,Hidalgo,Zempoala,1917,8534,948,519,179,271,0.866,29,0
13084,Hidalgo,Zimapán,1874,9978,886,541,222,225,0.88,20,0
14001,Jalisco,Acatic,1394,5771,555,402,261,176,0.938,17,0
14002,Jalisco,Acatlán de Juárez,1278,11073,576,370,123,209,0.894,15,0
14003,Jalisco,Ahualulco de Mercado,1400,5609,609,441,168,182,0.899,10,0
14004,Jalisco,Amacueca,216,960,99,69,19,29,0.87,1,0
14005,Jalisco,Amatitán,593,3211,283,162,66,82,0.884,7,0
14006,Jalisco,Ameca,3547,16428,1511,1247,330,459,0.878,43,0
14007,Jalisco,San Juanito de Escobedo,489,1829,216,121,53,99,0.917,3,0
14008,Jalisco,Arandas,5732,29668,2643,1901,526,662,0.859,54,1
14009,Jalisco,El Arenal,999,5083,457,274,121,147,0.902,12,0
14010,Jalisco,Atemajac de Brizuela,476,2019,234,119,49,74,0.879,2,0
14011,Jalisco,Atengo,112,513,38,43,16,15,0.924,3,0
14012,Jalisco,Atenguillo,176,913,54,67,19,36,0.934,2,0
14013,Jalisco,Atotonilco el Alto,3246,17668,1551,998,288,409,0.859,34,0
14014,Jalisco,Atoyac,490,2427,194,132,93,71,0.949,5,0
14015,Jalisco,Autlán de Navarro,3914,22274,1622,1382,380,530,0.887,39,0
14016,Jalisco,Ayotlán,2079,9106,1090,483,253,253,0.859,9,0
14017,Jalisco,Ayutla,752,3294,348,224,66,114,0.878,6,0
14018,Jalisco,La Barca,3864,17668,1846,1161,293,564,0.859,26,0
14019,Jalisco,Bolaños,142,733,60,51,13,18,0.875,1,0
14020,Jalisco,Cabo Corrientes,686,3416,251,186,76,173,0.947,4,0
14021,Jalisco,Casimiro Castillo,1292,5878,559,402,116,215,0.895,13,0
14022,Jalisco,Cihuatlán,3015,13603,1126,966,222,701,0.912,37,0
14023,Jalisco,Zapotlán el Grande,7125,44112,3136,2418,652,919,0.874,150,1
14024,Jalisco,Cocula,1459,7529,663,456,119,221,0.874,26,0
14025,Jalisco,Colotlán,1386,6855,516,456,206,208,0.939,9,0
14026,Jalisco,Concepción de Buenos Aires,532,1933,246,127,72,87,0.913,5,0
14027,Jalisco,Cuautitlán de García Barragán,255,1057,118,82,25,30,0.866,7,0
14028,Jalisco,Cuautla,126,489,46,37,22,21,0.96,1,0
14029,Jalisco,Cuquío,583,2271,298,197,33,55,0.79,3,0
14030,Jalisco,Chapala,3429,17678,1531,1069,247,582,0.876,41,0
14031,Jalisco,Chimaltitán,61,409,25,29,2,5,0.747,0,0
14032,Jalisco,Chiquilistlán,198,824,95,51,24,28,0.89,3,0
14033,Jalisco,Degollado,1184,4436,508,368,162,146,0.906,6,0
14034,Jalisco,Ejutla,93,440,37,38,11,7,0.851,3,0
14035,Jalisco,Encarnación de Díaz,2758,12634,1248,836,316,358,0.89,27,0
14036,Jalisco,Etzatlán,1391,5956,567,442,186,196,0.92,10,0
14037,Jalisco,El Grullo,1792,9036,766,592,173,261,0.891,11,0
14038,Jalisco,Guachinango,157,783,55,59,10,33,0.893,1,0
14039,Jalisco,Guadalajara,97134,746377,44198,32217,8669,12050,0.865,2049,6
14040,Jalisco,Hostotipaquillo,306,1517,122,85,54,45,0.945,3,0
14041,Jalisco,Huejúcar,414,1490,157,150,49,58,0.911,4,1
14042,Jalisco,Huejuquilla el Alto,563,2209,293,150,62,58,0.844,4,0
14043,Jalisco,La Huerta,1495,7300,579,461,155,300,0.929,21,0
14044,Jalisco,Ixtlahuacán de los Membrillos,1258,8043,656,350,96,156,0.83,12,0
14045,Jalisco,Ixtlahuacán del Río,775,3099,389,228,68,90,0.844,4,0
14046,Jalisco,Jalostotitlán,1867,8589,815,563,260,229,0.905,19,0
14047,Jalisco,Jamay,1486,6654,728,389,168,201,0.878,14,0
14048,Jalisco,Jesús María,913,4242,412,289,94,118,0.881,13,0
14049,Jalisco,Jilotlán de los Dolores,153,1092,68,45,15,25,0.897,2,0
14050,Jalisco,Jocotepec,2393,11988,1117,684,194,398,0.877,23,0
14051,Jalisco,Juanacatlán,756,4135,411,187,58,100,0.823,5,0
14052,Jalisco,Juchitlán,304,1303,126,111,31,36,0.879,1,0
14053,Jalisco,Lagos de Moreno,7771,49936,3699,2294,890,888,0.873,87,0
14054,Jalisco,El Limón,226,874,93,80,24,29,0.891,4,0
14055,Jalisco,Magdalena,1279,5558,567,378,127,207,0.898,6,0
14056,Jalisco,Santa María del Oro,57,399,23,20,8,6,0.899,1,0
14057,Jalisco,La Manzanilla de la Paz,363,1256,149,102,32,80,0.916,2,0
14058,Jalisco,Mascota,953,4118,367,288,158,140,0.944,3,0
14059,Jalisco,Mazamitla,1218,5539,583,282,81,272,0.87,11,0
14060,Jalisco,Mexticacán,263,1093,122,72,41,28,0.894,1,0
14061,Jalisco,Mezquitic,273,1243,90,101,23,59,0.918,2,0
14062,Jalisco,Mixtlán,176,764,67,62,14,33,0.902,3,0
14063,Jalisco,Ocotlán,7062,40865,3094,2108,1044,816,0.905,68,0
14064,Jalisco,Ojuelos de Jalisco,1685,7747,824,426,159,276,0.878,18,0
14065,Jalisco,Pihuamo,651,2557,288,183,97,83,0.912,5,0
14066,Jalisco,Poncitlán,2606,13326,1252,695,293,366,0.884,24,0
14067,Jalisco,Puerto Vallarta,16635,118525,6687,5771,1098,3079,0.884,307,1
14068,Jalisco,Villa Purificación,566,2340,273,159,46,88,0.867,7,0
14069,Jalisco,Quitupan,166,1040,66,54,23,23,0.923,2,0
14070,Jalisco,El Salto,8881,62205,4273,2386,1151,1071,0.884,115,0
14071,Jalisco,San Cristóbal de la Barranca,77,497,32,36,4,5,0.759,1,0
14072,Jalisco,San Diego de Alejandría,453,1804,213,122,58,60,0.894,4,0
14073,Jalisco,San Juan de los Lagos,4830,26473,2611,1171,321,727,0.823,43,0
14074,Jalisco,San Julián,1157,5767,544,339,166,108,0.876,10,0
14075,Jalisco,San Marcos,225,889,92,64,38,31,0.935,4,0
14076,Jalisco,San Martín de Bolaños,112,491,55,35,13,9,0.841,0,0
14077,Jalisco,San Martín Hidalgo,1355,6026,612,447,119,177,0.869,12,0
14078,Jalisco,San Miguel el Alto,2092,9746,914,559,371,248,0.919,16,1
14079,Jalisco,Gómez Farías,974,4173,447,249,148,130,0.91,6,0
14080,Jalisco,San Sebastián del Oeste,124,687,31,34,20,39,0.981,2,0
14081,Jalisco,Santa María de los Ángeles,153,645,36,63,29,25,0.95,0,0
14082,Jalisco,Sayula,2456,11236,1085,719,299,353,0.906,14,0
14083,Jalisco,Tala,3677,19506,1820,1069,274,514,0.848,48,0
14084,Jalisco,Talpa de Allende,1136,4602,462,279,194,201,0.951,8,0
14085,Jalisco,Tamazula de Gordiano,1749,8929,765,624,137,223,0.859,20,0
14086,Jalisco,Tapalpa,1108,5138,516,262,127,203,0.906,8,0
14087,Jalisco,Tecalitlán,1070,4306,493,328,116,133,0.88,4,0
14088,Jalisco,Tecolotlán,863,3969,345,295,83,140,0.904,4,0
14089,Jalisco,Techaluta de Montenegro,189,907,77,61,15,36,0.9,2,0
14090,Jalisco,Tenamaxtlán,488,1949,222,156,41,69,0.871,5,0
14091,Jalisco,Teocaltiche,2136,8848,969,601,305,261,0.902,14,0
14092,Jalisco,Teocuitatlán de Corona,374,1582,186,114,27,47,0.837,3,0
14093,Jalisco,Tepatitlán de Morelos,8478,54710,3775,3025,811,867,0.855,110,0
14094,Jalisco,Tequila,2326,13624,991,691,235,409,0.91,32,0
14095,Jalisco,Teuchitlán,370,1663,150,104,33,83,0.919,1,0
14096,Jalisco,Tizapán el Alto,1174,4888,599,335,96,144,0.839,8,0
14097,Jalisco,Tlajomulco de Zúñiga,19630,146617,9698,5606,1534,2792,0.853,515,0
14098,Jalisco,San Pedro Tlaquepaque,26832,190726,12441,7972,2906,3513,0.883,394,0
14099,Jalisco,Tolimán,375,1546,167,98,50,60,0.918,3,0
14100,Jalisco,Tomatlán,1551,7430,695,469,135,252,0.887,14,0
14101,Jalisco,Tonalá,19897,96586,9786,5312,2741,2058,0.872,221,0
14102,Jalisco,Tonaya,410,2189,144,135,63,68,0.952,4,0
14103,Jalisco,Tonila,410,1767,180,112,39,79,0.907,4,0
14104,Jalisco,Totatiche,153,619,42,81,16,14,0.827,0,0
14105,Jalisco,Tototlán,1182,5669,569,374,102,137,0.849,16,0
14106,Jalisco,Tuxcacuesco,139,988,60,49,12,18,0.87,3,0
14107,Jalisco,Tuxcueca,386,1922,166,118,34,68,0.898,6,0
14108,Jalisco,Tuxpan,2163,9490,957,674,285,247,0.894,12,0
14109,Jalisco,Unión de San Antonio,626,3152,327,160,63,76,0.848,4,0
14110,Jalisco,Unión de Tula,787,3551,338,283,58,108,0.862,10,0
14111,Jalisco,Valle de Guadalupe,402,2020,155,142,42,63,0.91,6,0
14112,Jalisco,Valle de Juárez,468,1849,210,139,65,54,0.897,4,0
14113,Jalisco,San Gabriel,519,3003,219,190,43,67,0.867,4,0
14114,Jalisco,Villa Corona,927,4079,430,263,98,136,0.889,5,0
14115,Jalisco,Villa Guerrero,331,1270,129,119,46,37,0.905,1,0
14116,Jalisco,Villa Hidalgo,2264,9040,1499,381,193,191,0.715,9,0
14117,Jalisco,Cañadas de Obregón,266,1505,114,73,31,48,0.922,8,0
14118,Jalisco,Yahualica de González Gallo,1282,5670,549,409,173,151,0.902,7,0
14119,Jalisco,Zacoalco de Torres,1639,7440,763,434,211,231,0.9,12,0
14120,Jalisco,Zapopan,53311,465415,23040,18035,5110,7126,0.882,1417,2
14121,Jalisco,Zapotiltic,1712,8908,754,560,172,226,0.884,22,0
14122,Jalisco,Zapotitlán de Vadillo,372,1524,184,90,39,59,0.88,2,0
14123,Jalisco,Zapotlán del Rey,426,2669,197,104,55,70,0.91,5,0
14124,Jalisco,Zapotlanejo,4082,19456,2239,1005,480,358,0.822,22,0
14125,Jalisco,San Ignacio Cerro Gordo,1056,4731,341,299,311,105,0.946,10,0
16001,Michoacán de Ocampo,Acuitzio,767,2955,346,221,123,77,0.896,2,0
16002,Michoacán de Ocampo,Aguililla,792,2858,315,244,130,103,0.931,9,0
16003,Michoacán de Ocampo,Álvaro Obregón,918,4863,442,270,114,92,0.867,6,0
16004,Michoacán de Ocampo,Angamacutiro,654,3067,314,179,70,91,0.88,8,0
16005,Michoacán de Ocampo,Angangueo,453,1880,200,130,57,66,0.909,5,0
16006,Michoacán de Ocampo,Apatzingán,7478,35842,3300,2393,643,1142,0.883,60,0
16007,Michoacán de Ocampo,Aporo,223,979,97,54,49,23,0.918,3,0
16008,Michoacán de Ocampo,Aquila,236,1417,94,68,29,45,0.937,4,0
16009,Michoacán de Ocampo,Ario,2014,8395,931,608,184,291,0.877,22,0
16010,Michoacán de Ocampo,Arteaga,1246,5488,488,382,182,194,0.938,29,0
16011,Michoacán de Ocampo,Briseñas,407,2226,198,100,48,61,0.889,7,0
16012,Michoacán de Ocampo,Buenavista,2173,9130,1014,628,179,352,0.876,18,0
16013,Michoacán de Ocampo,Carácuaro,427,1601,212,128,31,56,0.841,1,0
16014,Michoacán de Ocampo,Coahuayana,964,4166,413,303,94,154,0.899,12,0
16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,1035,4770,444,352,114,125,0.886,5,0
16016,Michoacán de Ocampo,Coeneo,1391,5028,406,209,691,85,0.839,7,0
16017,Michoacán de Ocampo,Contepec,538,2440,299,146,36,57,0.793,2,0
16018,Michoacán de Ocampo,Copándaro,328,1330,167,80,24,57,0.854,4,1
16019,Michoacán de Ocampo,Cotija,1111,5133,469,337,132,173,0.915,4,0
16020,Michoacán de Ocampo,Cuitzeo,2058,8901,1045,423,389,201,0.874,10,0
16021,Michoacán de Ocampo,Charapan,1717,5493,503,138,964,112,0.768,6,0
16022,Michoacán de Ocampo,Charo,544,2135,271,151,61,61,0.861,6,0
16023,Michoacán de Ocampo,Chavinda,571,2668,249,190,68,64,0.885,5,0
16024,Michoacán de Ocampo,Cherán,2977,10222,1430,513,713,321,0.893,17,0
16025,Michoacán de Ocampo,Chilchota,4088,13767,1086,490,2127,385,0.843,9,0
16026,Michoacán de Ocampo,Chinicuila,99,514,36,36,14,13,0.923,2,0
16027,Michoacán de Ocampo,Chucándiro,187,761,81,56,24,26,0.91,3,0
16028,Michoacán de Ocampo,Churintzio,304,1130,126,112,29,37,0.875,2,0
